SplittableRandom.nextIntAlt1()

------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
             seed |                                                            gamma 1s | Tid |            test name |    ntup | tsamples | psamples |                  pvalue | assessment(s)
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
 8d2c0c054c6a26cc | 1111111111111111111111111111111111111111111001110111111111111111 61 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.18239862...0.18239862 | 1*PASSED
 662a3511f188d82a | 1111111111111111111111111101111111111111111111111111111111111110 62 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.53762255...0.53762255 | 1*PASSED
 8b17b1b1b3eb32a5 | 1111111111111111111111111111111111111111111111111111111111111101 63 |   1 |       diehard_operm5 |  0... 0 |  1000000 |      100 | 0.58269995...0.58269995 | 1*PASSED
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
             seed |                                                            gamma 1s | Tid |            test name |    ntup | tsamples | psamples |                  pvalue | assessment(s)
------------------|---------------------------------------------------------------------|-----|----------------------|---------|----------|----------|-------------------------|--------------
 5882ab9405df91cd | 0100000000000000000000000000000000000000000000000000000000000000  1 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.83794714...0.83794714 | 1*PASSED
 cacb37657e7cec2f | 0000000000000000100000000000000000000000000000000000000000001000  2 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.34731028...0.34731028 | 1*PASSED
 815eaa3c481d6a82 | 0010000100000000000000000000000000000000000000000000000000000010  3 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.18733457...0.18733457 | 1*PASSED
 700982f03bfe1e44 | 0000000000001000000000000000000001000000011000000000000000000000  4 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.99500412...0.99500412 | 1*WEAK
 35c500a4313b71fc | 0001000000000000000000000000000000000000000000011000001001000000  5 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.24970617...0.24970617 | 1*PASSED
 9a9635dda820d0f6 | 0000000000000010001000000000000010001000100000000000010000000000  6 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.51004727...0.51004727 | 1*PASSED
 cfa26a70b7998915 | 1000011000000000000001000000000100000001010000000000000000000000  7 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.92189202...0.92189202 | 1*PASSED
 8f60d29a110ec653 | 0100100000100000000000000000000000100010010000000000010010000000  8 |   2 |   diehard_rank_32x32 |  0... 0 |    40000 |      100 | 0.57838590...0.57838590 | 1*PASSED
